               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.094694,              0.1031,            0.019963,             0.52669,             0.37543,             0.38448,             0.21628,            0.093884,             0.11219,            0.029387,           0.0064356,           0.0064356,           0.0064356
                 132,            0.094206,             0.10294,              0.0198,             0.52385,             0.37947,             0.38458,             0.21607,            0.093885,             0.11225,            0.029393,           0.0063895,           0.0063895,           0.0063895
                 133,            0.094787,             0.10383,            0.019959,               0.528,               0.379,             0.38461,             0.21571,            0.093885,             0.11229,            0.029397,           0.0063432,           0.0063432,           0.0063432
                 134,            0.094225,             0.10398,            0.019856,              0.5225,             0.38157,             0.38511,             0.21561,            0.093879,             0.11231,            0.029414,           0.0062969,           0.0062969,           0.0062969
                 135,            0.094104,             0.10194,            0.019736,             0.52061,             0.38223,             0.38524,             0.21567,            0.093885,             0.11232,            0.029433,           0.0062505,           0.0062505,           0.0062505
                 136,            0.093829,              0.1018,            0.019584,             0.51779,             0.38108,             0.38554,             0.21598,             0.09388,              0.1123,            0.029437,            0.006204,            0.006204,            0.006204
                 137,            0.094239,               0.103,            0.019542,             0.50591,             0.38582,             0.38506,             0.21595,             0.09388,             0.11236,            0.029443,           0.0061574,           0.0061574,           0.0061574
                 138,            0.094209,             0.10334,            0.019558,             0.55834,             0.36276,             0.38483,             0.21611,            0.093874,             0.11236,             0.02945,           0.0061107,           0.0061107,           0.0061107
                 139,            0.094148,             0.10261,            0.019867,             0.54202,             0.36884,             0.38484,             0.21598,            0.093874,             0.11239,            0.029456,            0.006064,            0.006064,            0.006064
                 140,             0.09432,             0.10374,            0.019374,             0.52995,             0.37573,             0.38482,             0.21613,            0.093877,             0.11242,            0.029468,           0.0060172,           0.0060172,           0.0060172
                 141,            0.094097,             0.10303,            0.019514,             0.52899,             0.37585,             0.38496,             0.21601,             0.09388,             0.11243,            0.029471,           0.0059704,           0.0059704,           0.0059704
                 142,            0.094549,             0.10312,            0.019611,             0.52619,             0.37751,             0.38479,             0.21579,            0.093876,             0.11251,            0.029479,           0.0059235,           0.0059235,           0.0059235
                 143,             0.09405,             0.10181,            0.019636,             0.53397,             0.37433,             0.38529,             0.21619,            0.093874,             0.11252,            0.029487,           0.0058766,           0.0058766,           0.0058766
                 144,            0.094282,             0.10326,            0.019273,             0.52802,             0.37765,             0.38546,             0.21612,             0.09387,             0.11255,            0.029497,           0.0058296,           0.0058296,           0.0058296
                 145,            0.094215,             0.10224,            0.019455,             0.54443,             0.37043,             0.38559,             0.21607,            0.093865,             0.11253,             0.02951,           0.0057826,           0.0057826,           0.0057826
                 146,            0.094175,             0.10287,            0.019425,             0.52343,             0.38118,              0.3852,             0.21624,            0.093869,             0.11257,            0.029529,           0.0057355,           0.0057355,           0.0057355
                 147,            0.094149,             0.10121,            0.019239,             0.52364,             0.38127,             0.38527,             0.21616,             0.09387,             0.11257,            0.029545,           0.0056884,           0.0056884,           0.0056884
                 148,            0.093997,             0.10171,            0.019221,             0.52944,             0.37947,             0.38542,             0.21619,            0.093869,             0.11264,            0.029555,           0.0056413,           0.0056413,           0.0056413
                 149,             0.09378,             0.10156,            0.019296,             0.53161,             0.37891,             0.38551,             0.21606,            0.093869,             0.11262,            0.029561,           0.0055942,           0.0055942,           0.0055942
                 150,            0.093927,             0.10234,            0.019415,             0.52883,             0.38001,             0.38535,               0.216,            0.093868,             0.11263,            0.029564,           0.0055471,           0.0055471,           0.0055471
                 151,            0.094416,             0.10482,            0.019414,             0.52052,             0.38212,             0.38478,             0.21607,            0.093863,             0.11266,            0.029569,              0.0055,              0.0055,              0.0055
                 152,            0.094022,             0.10277,             0.01921,             0.52436,             0.37986,             0.38501,             0.21608,            0.093863,             0.11267,            0.029583,           0.0054529,           0.0054529,           0.0054529
                 153,              0.0937,             0.10151,            0.019245,             0.52097,             0.38123,             0.38463,             0.21611,            0.093859,             0.11266,            0.029585,           0.0054058,           0.0054058,           0.0054058
                 154,            0.093955,             0.10165,            0.019179,              0.5112,             0.38752,             0.38558,             0.21614,            0.093854,             0.11258,            0.029588,           0.0053587,           0.0053587,           0.0053587
                 155,            0.093782,             0.10108,            0.019079,             0.52743,             0.37776,             0.38522,             0.21601,            0.093855,             0.11261,            0.029598,           0.0053116,           0.0053116,           0.0053116
                 156,            0.093879,             0.10097,            0.019145,               0.513,             0.38431,             0.38506,             0.21585,            0.093855,             0.11259,            0.029612,           0.0052645,           0.0052645,           0.0052645
                 157,            0.093814,             0.10133,            0.019153,             0.49766,             0.39233,             0.38484,             0.21585,            0.093853,             0.11261,            0.029622,           0.0052174,           0.0052174,           0.0052174
